UNIDAD;COMUNIDAD AUTONOMA;PROVINCIA;LOCALIDAD;DOMICILIO;CODIGO POSTAL;TELEFONO;OBSERVACIONES;
 PUESTO DE SEPULVEDA;CASTILLA Y LEON;SEGOVIA;SEPULVEDA; C/ COMANDANTE CRIST�BAL 9;40300;921540026;;
 PUESTO DE TUREGANO;CASTILLA Y LEON;SEGOVIA;TUREGANO; CTRA. SEGOVIA, 14;40370;921500008;;
 PUESTO DE VILLACASTIN;CASTILLA Y LEON;SEGOVIA;VILLACASTIN; C/ EL BOSQUE, 2;40150;921198009;;
 C.O.S.;CASTILLA Y LEON;SORIA;SORIA; C/ EDUARDO SAAVEDRA, 6;42004;975239423;;
 CMDA. SORIA;CASTILLA Y LEON;SORIA;SORIA; C/ EDUARDO SAAVEDRA, 6;42004;975220350;;
 COMPA�IA DE ALMAZAN;CASTILLA Y LEON;SORIA;ALMAZAN; AVDA. ESTACION, 1;42200;975300002;;
 COMPA�IA DE BURGO DE OSMA;CASTILLA Y LEON;SORIA;BURGO DE OSMA-CIUDAD DE OSMA; C/ UNIVERSIDAD, 31;42300;975340074;;
 COMPA�IA DE SORIA;CASTILLA Y LEON;SORIA;SORIA; C/ EDUARDO SAAVEDRA, 6;42004;975226250;;
 PUESTO DE ABEJAR;CASTILLA Y LEON;SORIA;ABEJAR;C/ ANSELMO DE LA ORDEN, 7;42146;975373113;;
 PUESTO DE AGREDA;CASTILLA Y LEON;SORIA;AGREDA; AVDA. DE SORIA, 15;42100;976192770;;
 PUESTO DE ALMARZA;CASTILLA Y LEON;SORIA;ALMARZA; C/ BAJERA, 23;42169;975250024;;
 PUESTO DE ALMAZAN;CASTILLA Y LEON;SORIA;ALMAZAN; AVDA. ESTACION, 1;42200;975300002;;
 PUESTO DE ARCOS DE JALON;CASTILLA Y LEON;SORIA;ARCOS DE JALON; CTRA. MARANCHON S/N;42250;975320028;;
 PUESTO DE BERLANGA DE DUERO;CASTILLA Y LEON;SORIA;BERLANGA DE DUERO; C/ FUENMAYOR, 34;42360;975343006;;
 PUESTO DE BURGO DE OSMA;CASTILLA Y LEON;SORIA;BURGO DE OSMA-CIUDAD DE OSMA; C/ UNIVERSIDAD, 31;42300;975340095;;
 PUESTO DE COVALEDA;CASTILLA Y LEON;SORIA;COVALEDA; AVDA. DE LOS ARQUEROS, 36;42157;975370032;;
 PUESTO DE DEZA;CASTILLA Y LEON;SORIA;DEZA; CTRA. DE CIGUELA, 2;42125;976843036;;
 PUESTO DE GOMARA;CASTILLA Y LEON;SORIA;GOMARA; C/ EL FERIAL, 3;42120;975380003;;
 PUESTO DE LANGA DE DUERO;CASTILLA Y LEON;SORIA;LANGA DE DUERO; C/ REAL S/N;42320;975353002;;
 PUESTO DE MEDINACELI;CASTILLA Y LEON;SORIA;MEDINACELI; AVDA. MADRID, 45;42240;975326026;;
 PUESTO DE MONTEAGUDO;CASTILLA Y LEON;SORIA;MONTEAGUDO DE LAS VICARIAS; C/ LA HOYA, 5;42220;975325026;;
 PUESTO DE OLVEGA;CASTILLA Y LEON;SORIA;OLVEGA; C/ VIRIATO, 7;42110;976645506;;
 PUESTO DE SAN ESTEBAN DE GORMAZ;CASTILLA Y LEON;SORIA;SAN ESTEBAN DE GORMAZ;AVDA VALLADOLID, 10;42330;975350046;;
 PUESTO DE SAN LEONARDO DE YAGUE;CASTILLA Y LEON;SORIA;SAN LEONARDO DE YAGUE; C/ LA CUESTA DE MAYO, 12;42140;975376017;;
 PUESTO DE SAN PEDRO MANRIQUE;CASTILLA Y LEON;SORIA;SAN PEDRO MANRIQUE; C/ LA PICOTA S/N;42174;975381014;;
 PUESTO DE SORIA;CASTILLA Y LEON;SORIA;SORIA; C/ EDUARDO SAAVEDRA, 6;42004;975220350;;
 PUESTO DE VINUESA;CASTILLA Y LEON;SORIA;VINUESA; AVDA. DE LA CONSTITUCION S/N;42150;975378007;;
 C.O.S.;CASTILLA Y LEON;VALLADOLID;VALLADOLID; AVDA. DE SORIA, 3;47012;983219671;;
 CMDA. VALLADOLID;CASTILLA Y LEON;VALLADOLID;VALLADOLID; AVDA. DE SORIA, 3;47012;983296666;;
 COMPA�IA DE MEDINA DE RIOSECO;CASTILLA Y LEON;VALLADOLID;MEDINA DE RIOSECO;AVDA. DE LA GUARDIA CIVIL, 1;47800;983725065;;
 COMPA�IA DE MEDINA DEL CAMPO;CASTILLA Y LEON;VALLADOLID;MEDINA DEL CAMPO; C/ DUQUE DE AHUMADA, 2;47400;983803926;;
 COMPA�IA DE VALLADOLID;CASTILLA Y LEON;VALLADOLID;VALLADOLID; AVDA. DE SORIA, 3;47012;983296666;;
 PUESTO DE BOECILLO;CASTILLA Y LEON;VALLADOLID;BOECILLO; AVDA.VERBENA, 6;47151;983552048;;
 PUESTO DE CABEZON;CASTILLA Y LEON;VALLADOLID;CABEZON DE PISUERGA; AVDA. JOSE ZORRILLA, 9;47260;983500006;;
 PUESTO DE CASTRONU�O;CASTILLA Y LEON;VALLADOLID;CASTRONU�O; CTRA. ALAEJOS-TORO, KM.3;47520;983866002;;
 PUESTO DE COGECES DEL MONTE;CASTILLA Y LEON;VALLADOLID;COGECES DEL MONTE;C/ REAL, 69;47313;983699034;;
 PUESTO DE ESGUEVILLAS DE ESGUEVA;CASTILLA Y LEON;VALLADOLID;ESGUEVILLAS DE ESGUEVA; C/ MOLINO, 18;47176;983686184;;
 PUESTO DE FRESNO VIEJO;CASTILLA Y LEON;VALLADOLID;FRESNO EL VIEJO; C/ UBALDO RODRIGUEZ, 13;47480;983863078;;
 PUESTO DE ISCAR;CASTILLA Y LEON;VALLADOLID;ISCAR; C/ PRADO ANGOSTO, 2;47420;983611004;;
 PUESTO DE LA MUDARRA;CASTILLA Y LEON;VALLADOLID;LA MUDARRA; C/ JOSE ARROYO CEREZO S/n;47630;983565000;;
 PUESTO DE MAYORGA DE CAMPOS;CASTILLA Y LEON;VALLADOLID;MAYORGA; C/ MODESTO LA FUENTE, 2;47680;983751004;;
 PUESTO DE MEDINA DE RIOSECO;CASTILLA Y LEON;VALLADOLID;MEDINA DE RIOSECO;AVDA. DE LA GUARDIA CIVIL, 1;47800;983725065;;
 PUESTO DE MEDINA DEL CAMPO;CASTILLA Y LEON;VALLADOLID;MEDINA DEL CAMPO; C/ DUQUE DE AHUMADA, 2;47400;983800049;;
 PUESTO DE MOJADOS;CASTILLA Y LEON;VALLADOLID;MOJADOS; C/ PIO BASANTA, 15;47250;983607004;;
 PUESTO DE MOTA DEL MARQUES;CASTILLA Y LEON;VALLADOLID;MOTA DEL MARQUES; C/ NUESTRA SE�ORA DE LOS CASTELLANOS, S/n;47120;983780020;;
 PUESTO DE NAVA DEL REY;CASTILLA Y LEON;VALLADOLID;NAVA DEL REY; C/ GONZALEZ PISADOR, 76;47500;983850003;;
 PUESTO DE OLMEDO;CASTILLA Y LEON;VALLADOLID;OLMEDO; C/ DUQUE DE AHUMADA, 5;47410;983600008;;
 PUESTO DE PE�AFIEL;CASTILLA Y LEON;VALLADOLID;PE�AFIEL; AVDA. SORIA, 91;47300;983880017;;
 PUESTO DE PI�EL DE ABAJO;CASTILLA Y LEON;VALLADOLID;PI�EL DE ABAJO; CTRA. CASTROVERDE, 8;47316;983872007;;
 PUESTO DE PORTILLO;CASTILLA Y LEON;VALLADOLID;PORTILLO; C/ ANASTASIO GUTIERREZ, 1;47160;983556163;;
 PUESTO DE QUINTANILLA;CASTILLA Y LEON;VALLADOLID;QUINTANILLA DE ONESIMO;C/ CALVARIO, 15;47350;983680016;;
 PUESTO DE TORDESILLAS;CASTILLA Y LEON;VALLADOLID;TORDESILLAS; AVDA.DE VALLADOLID, 31;47100;983795929;;
 PUESTO DE TUDELA DE DUERO;CASTILLA Y LEON;VALLADOLID;TUDELA DE DUERO; CAMINO  RENEDO, 4;47320;983521814;;
 PUESTO DE VALLADOLID;CASTILLA Y LEON;VALLADOLID;ZARATAN; C/ SANCHO DEL CAMPO, 4;47006;983270014;;
 PUESTO DE VILLALON DE CAMPOS;CASTILLA Y LEON;VALLADOLID;VILLALON DE CAMPOS; AVDA.DEL PARQUE, 27;47600;983740012;;
 PUESTO P. DE LAGUNA DE DUERO;CASTILLA Y LEON;VALLADOLID;LAGUNA DE DUERO;C/ CARMEN CONDE, 1;47140;983540035;;
G.E.A.S.;CASTILLA Y LEON;VALLADOLID;VALLADOLID; AVDA. DE SORIA, 5;47012;983308156;;
U.S. AEROPUERTO VILLANUBLA;CASTILLA Y LEON;VALLADOLID;VILLANUBLA;N-601, KM. 203;47620;983415527;;
 C.O.S.;CASTILLA Y LEON;ZAMORA;ZAMORA; C/ FRAY TORIBIO MOTOLINIA, 1;49007;980557742;;
 CMDA. ZAMORA;CASTILLA Y LEON;ZAMORA;ZAMORA; C/ FRAY TORIBIO MOTOLINIA, 1;49007;980521600;;
 COMPA�IA DE BENAVENTE;CASTILLA Y LEON;ZAMORA;BENAVENTE;C/. DE LAS ERAS, 35;49600;980631322;;
 COMPA�IA DE PUEBLA DE SANABRIA;CASTILLA Y LEON;ZAMORA;PUEBLA DE SANABRIA; BARRIO DE LA VERACRUZ, 2;49300;980620797;;
 COMPA�IA DE ZAMORA;CASTILLA Y LEON;ZAMORA;ZAMORA; C/ FRAY TORIBIO MOTOLINIA, 1;49007;980557740;;
 PUESTO DE ALCA�ICES;CASTILLA Y LEON;ZAMORA;ALCA�ICES;AVENIDA CASTILLA Y LE�N, 100;49500;980680014;;
 PUESTO DE ASPARIEGOS;CASTILLA Y LEON;ZAMORA;ASPARIEGOS;CARRETERA MALVA, 1;49124;980501020;;
 PUESTO DE BERMILLO DE SAYAGO;CASTILLA Y LEON;ZAMORA;BERMILLO DE SAYAGO; AVDA GUARDIA CIVIL, N� 15;49200;980610034;;
 PUESTO DE CAMARZANA DE TERA;CASTILLA Y LEON;ZAMORA;CAMARZANA DE TERA;C/. CARRETRA, 76;49332;980649008;;
 PUESTO DE CARBAJALES DE ALBA;CASTILLA Y LEON;ZAMORA;CARBAJALES DE ALBA; C/ FONFRIA, 13-15;49160;980585054;;
 PUESTO DE CASTROVERDE DE CAMPOS;CASTILLA Y LEON;ZAMORA;CASTROVERDEDECAMPOS;CRTA. VILLALPANDO, 9;49110;980664621;;
 PUESTO DE CORRALES DEL VINO;CASTILLA Y LEON;ZAMORA;CORRALES DEL VINO; AVDA. LUIS CID FONTAN, 22;49700;980560026;;
 PUESTO DE FERMOSELLE;CASTILLA Y LEON;ZAMORA;FERMOSELLE; C/ ERAS 301-B;49220;980613021;;
 PUESTO DE FONFRIA;CASTILLA Y LEON;ZAMORA;FONFRIA; C/ LA VILLA, 26;49510;980689096;;
 PUESTO DE FUENTESAUCO;CASTILLA Y LEON;ZAMORA;FUENTE SAUCO;CALLE DERECHA DE SALAMANCA N� 41;49400;980600003;;
 PUESTO DE LUBIAN DE SANABRIA;CASTILLA Y LEON;ZAMORA;LUBIAN; C/ SOUTO DA FEIRA, 2;49570;980624010;;
 PUESTO DE MANGANESES DE LA LAMPREANA;CASTILLA Y LEON;ZAMORA;MANGANESES DE LA LAMPREANA;PLAZA ESPA�A, 5;49130;980588110;;
 PUESTO DE MERCADO DEL PUENTE;CASTILLA Y LEON;ZAMORA;EL PUENTE;C/ SUBIDA A LAS ESCUELAS S/N;49350;980620225;;
 PUESTO DE MOMBUEY;CASTILLA Y LEON;ZAMORA;MOMBUEY; CTRA. VILLACAST�N-VIGO, S/N;49310;980642714;;
 PUESTO DE MORALEJA DEL VINO;CASTILLA Y LEON;ZAMORA;ARCENILLAS;C/ESCUELAS N� 02;49151;980571016;;
 PUESTO DE MUELAS DEL PAN;CASTILLA Y LEON;ZAMORA;MUELAS DEL PAN; C/ POBLADO ESLA S/N;49167;980553288;;
 PUESTO DE PUEBLA DE SANABRIA;CASTILLA Y LEON;ZAMORA;PUEBLA DE SANABRIA; BARRIO DE LA VERACRUZ, 2;49300;980620028;;
 PUESTO DE TABARA;CASTILLA Y LEON;ZAMORA;TABARA; CTRA. DE RIOFRIO S/N;49140;980590020;;
 PUESTO DE TORO;CASTILLA Y LEON;ZAMORA;TORO; AVDA. RONDA CORREDERA, 42;49800;980690012;;
 PUESTO DE VENIALBO;CASTILLA Y LEON;ZAMORA;VENIALBO; CTRA. DE ZAMORA, 8;49153;980573055;;
 PUESTO DE VILLALPANDO;CASTILLA Y LEON;ZAMORA;VILLALPANDO;PLAZA DIEGO TORRES BOLLO, 1;49630;980660920;;
 PUESTO DE VILLARDECIERVOS;CASTILLA Y LEON;ZAMORA;VILLARDECIERVOS; C/ ERAS DE REBUDILLO, 5;49562;980654909;;
 PUESTO DE ZAMORA;CASTILLA Y LEON;ZAMORA;ZAMORA; C/ FRAY TORIBIO MOTOLINIA, 1;49007;980521600;;
 PUESTO P. DE BENAVENTE;CASTILLA Y LEON;ZAMORA;BENAVENTE;C/ DE LAS ERAS, 35;49600;980631322;;
 C.O.S.;CANTABRIA;CANTABRIA;SANTANDER; C/ CAMPOGIRO, 92;39011;942354122;;
 CMDA. CANTABRIA;CANTABRIA;CANTABRIA;SANTANDER; C/ CAMPOGIRO, 92;39011;942321400;;
 COMPA�IA DE LAREDO;CANTABRIA;CANTABRIA;LAREDO; AVDA. DUQUE DE AHUMADA, 4;39770;942605135;;
 COMPA�IA DE SAN VICENTE DE LA BARQUERA;CANTABRIA;CANTABRIA;SAN VICENTE DE LA BARQUERA; C/ ALTA, 8;39540;942710007;;
 COMPA�IA DE SANTANDER;CANTABRIA;CANTABRIA;SANTANDER; C/ CAMPOGIRO, 92;39011;942332269;;
 COMPA�IA DE SANTO�A;CANTABRIA;CANTABRIA;SANTO�A; C/ LA ALAMEDA, 8;39740;942671203;;
 COMPA�IA DE TORRELAVEGA;CANTABRIA;CANTABRIA;TORRELAVEGA; C/ SANTA TERESA DE JESUS, 1;39317;942883433;;
 PUESTO DE AMPUERO;CANTABRIA;CANTABRIA;AMPUERO; C/ LA PEDREGOSA, 3;39840;942622015;;
 PUESTO DE ASTILLERO;CANTABRIA;CANTABRIA;EL ASTILLERO;C/NEMESIO MERCAPIDE COMPAINS, 3 C/ Industria 68A;39610;942540032;;
 PUESTO DE BADAMES;CANTABRIA;CANTABRIA;BADAMES; C/ EDIFICIO PALACIO DE LA ESCALERA, S/N;39764;942679034;;
 PUESTO DE BERANGA;CANTABRIA;CANTABRIA;BERANGA; B. LOS CORRALES, 22;39730;942635033;;
 PUESTO DE CABEZON DE LA SAL;CANTABRIA;CANTABRIA;CABEZON DE LA SAL; AVDA. GENERAL VIGON 61;39500;942700158;;
 PUESTO DE CABUERNIGA;CANTABRIA;CANTABRIA;CABUERNIGA; AVDA. DEL CARMEN, 2;39510;942706012;;
 PUESTO DE COMILLAS;CANTABRIA;CANTABRIA;COMILLAS; PSO. JESUS CANCIO, 12;39520;942720035;;
 PUESTO DE ESPINILLA;CANTABRIA;CANTABRIA;ESPINILLA; C/ CARRETERA, S/N;39211;942779538;;
 PUESTO DE GALIZANO;CANTABRIA;CANTABRIA;GALIZANO; C/ EL CRUCE N� 41;39160;942505042;;
 PUESTO DE GURIEZO;CANTABRIA;CANTABRIA;GURIEZO; B. LA MAGDALENA, S/N;39780;942850023;;
 PUESTO DE LAREDO;CANTABRIA;CANTABRIA;LAREDO; AVDA. DUQUE DE AHUMADA, 4;39770;942605135;;
 PUESTO DE LIENDO;CANTABRIA;CANTABRIA;LIENDO; B. LLATAZOS, 50;39776;942643013;;
 PUESTO DE LOS CORRALES DE BUELNA;CANTABRIA;CANTABRIA;LOS CORRALES DE BUELNA; AVDA. DE CANTABRIA, S/N C/ Capit�n Cortes n� 13;39400;942830241;;
 PUESTO DE MOLLEDO;CANTABRIA;CANTABRIA;MOLLEDO;C/ GARCIA LOMAS N� 22;39430;942828046;;
 PUESTO DE NOJA;CANTABRIA;CANTABRIA;NOJA; C/ ARENAL, 11;39180;942630231;;
 PUESTO DE ONTANEDA;CANTABRIA;CANTABRIA;ONTANEDA; B. LA ESTACION, S/N;39680;942594006;;
 PUESTO DE PEDRE�A;CANTABRIA;CANTABRIA;PEDRE�A; C/ VENTURA ONTA�ON CASTANEDO,257;39130;942500010;;
 PUESTO DE PESUES;CANTABRIA;CANTABRIA;PESUES; PZA. SANCHEZ DE COS, 1;39548;942718013;;
 PUESTO DE POLANCO;CANTABRIA;CANTABRIA;POLANCO; B. OBRERO, C-4;39313;942824380;;
 PUESTO DE POLIENTES;CANTABRIA;CANTABRIA;POLIENTES;AVENIDA CANTABRIA N� 11;39220;942776014;;
 PUESTO DE POTES;CANTABRIA;CANTABRIA;POTES; C/ OBISPO, 15 Avenida de las Cuevas 21;39570;942730007;;
 PUESTO DE PUENTENANSA;CANTABRIA;CANTABRIA;PUENTEMANSA; C/ MIES DE LA IGLESIA S/N;39554;942728031;;
 PUESTO DE RAMALES DE LA VICTORIA;CANTABRIA;CANTABRIA;RAMALES DE LA VICTORIA; AVDA. BARON DE AZDANETA, 19;39800;942646006;;
 PUESTO DE REINOSA;CANTABRIA;CANTABRIA;REINOSA; TRV. HEROES GUARDIA CIVIL, 10;39200;942774446;;
 PUESTO DE RENEDO;CANTABRIA;CANTABRIA;RENEDO;BARRIO SORRIBERTO ALTO, 68 B;39470;942570069;;
 PUESTO DE SAN VICENTE DE LA BARQUERA;CANTABRIA;CANTABRIA;SAN VICENTE DE LA BARQUERA; C/ ALTA, 8;39540;942710007;;
 PUESTO DE SANTA MARIA DE CAYON;CANTABRIA;CANTABRIA;SANTA MARIA DE CAYON; B� EL SOMBRERO, 39;39694;942563233;;
 PUESTO DE SANTANDER;CANTABRIA;CANTABRIA;SANTANDER; C/ CAMPOGIRO, 92;39011;942332269;;
 PUESTO DE SANTILLANA DEL MAR;CANTABRIA;CANTABRIA;SANTILLANA DEL MAR; AVDA. DE ANTONIO SANDI, S/N;39330;942818010;;
 PUESTO DE SANTO�A;CANTABRIA;CANTABRIA;SANTO�A; C/ LA ALAMEDA, 8;39740;942660443;;
 PUESTO DE SELAYA;CANTABRIA;CANTABRIA;SELAYA; PZA. JACOBO ROLDAN LOSADA, S/N;39696;942590266;;
 PUESTO DE SUANCES;CANTABRIA;CANTABRIA;SUANCES; C/ LAS PE�IAS, 4;39340;942810024;;
 PUESTO DE TORRELAVEGA;CANTABRIA;CANTABRIA;TORRELAVEGA; C/ SANTA TERESA DE JESUS, 1;39317;942808090;;
 PUESTO DE VALDECILLA;CANTABRIA;CANTABRIA;VALDECILLA; C/ SANTA MATILDE, 3;39724;942520196;;
 PUESTO DE VEGA DE PAS;CANTABRIA;CANTABRIA;VEGA DE PAS; C/ DUQUE DE AHUMADA, 3;39685;942595057;;
 PUESTO P. DE CAMARGO;CANTABRIA;CANTABRIA;CAMARGO; AVDA. DE LA LIBERTAD, 22-A;39600;942251125;;
 PUESTO P. DE CASTRO URDIALES;CANTABRIA;CANTABRIA;CASTRO URDIALES; C/ ARTURO DUO VITAL, 10;39700;942861146;;
 S. M. P. CANTABRIA;CANTABRIA;CANTABRIA;SANTANDER; AVDA. SOTILEZA, S/n;39071;942225190;;
 SECCION FISCAL AEROPUERTO-SANTANDER;CANTABRIA;CANTABRIA;MALIA�O; AVDA. PARAYAS S/n;39600;942202126;;
 SECCION FISCAL MUELLE-SANTANDER-ADUANA;CANTABRIA;CANTABRIA;SANTANDER; C/ ANTONIO LOPEZ 32;39009;942211172;;
 SECCION FISCAL MUELLE-SANTANDER;CANTABRIA;CANTABRIA;SANTANDER;AVENIDA SOTILEZA S/N;39009;942319286;;
 ZONA CANTABRIA;CANTABRIA;CANTABRIA;SANTANDER; C/ CAMPOGIRO, 92;39011;942321400;;
 C.O.S.;ASTURIAS;ASTURIAS;GIJON; C/ IRENE FERNANDEZ PERERA, 23;33210;985385800;;
 C.O.S.;ASTURIAS;ASTURIAS;OVIEDO; C/ CARRETERA DE RUB�N, 1;33011;985119000;;
 CMDA. GIJON;ASTURIAS;ASTURIAS;GIJON; C/ IRENE FERNANDEZ PERERA, 23;33210;985385800;;
 CMDA. OVIEDO;ASTURIAS;ASTURIAS;OVIEDO; C/ CARRETERA DE RUB�N, 1;33011;985119000;;
 COMPA�IA DE AVILES;ASTURIAS;ASTURIAS;AVILES (GIJON); CAMINO DEL PICO BUSTIELLO, 30;33462;985570200;;
 COMPA�IA DE GIJON;ASTURIAS;ASTURIAS;GIJON; C/ IRENE FERNANDEZ PERERA, 23;33210;985991182;;
 COMPA�IA DE LLANES;ASTURIAS;ASTURIAS;LLANES (GIJON); C/ LA GALEA, 9;33500;985402604;;
 COMPA�IA DE LUARCA;ASTURIAS;ASTURIAS;LUARCA (OVIEDO); C/ LA PATETA, 15;33700;985641000;;
 COMPA�IA DE MIERES;ASTURIAS;ASTURIAS;MIERES DEL CAMINO (OVIEDO); C/ ALFONSO CAM�N, 44;33600;985468803;;
 COMPA�IA DE OVIEDO;ASTURIAS;ASTURIAS;OVIEDO; C/ CARRETERA DE RUB�N, 1;33011;985119128;;
 COMPA�IA DE PRAVIA;ASTURIAS;ASTURIAS;PRAVIA (OVIEDO); AVDA. DE PRAHUA, 11;33129;985823711;;
COMPA��A DE LANGREO;ASTURIAS;ASTURIAS;SAMA DE LANGREO (GIJON);C/ LA UNION  2;33900;985678235;;
 I. ARMAS Y EXPLOSIVOS DE LUARCA;ASTURIAS;ASTURIAS;LUARCA (OVIEDO); C/ LA PATETA, 15;33700;985642880;;
 PUESTO AUXILIAR DE CECEDA;ASTURIAS;ASTURIAS;CECEDA (GIJON);SUPRIMIDO;33582;985704002;;
 PUESTO AUXILIAR DE COVADONGA;ASTURIAS;ASTURIAS;COVADONGA (GIJON); ESPLANADA REAL SITIO, S/N;33589;985846004;;
 PUESTO DE ARRIONDAS;ASTURIAS;ASTURIAS;ARRIONDAS (GIJON);AVENIDA EUROPA   5;33540;985840007;;
 PUESTO DE AVILES;ASTURIAS;ASTURIAS;AVILES (GIJON); CAMINO DEL PICO BUSTIELLO, 30;33462;985570200;;
 PUESTO DE BARZANA;ASTURIAS;ASTURIAS;BARZANA (OVIEDO); CTRA. GENERAL, 18;33117;985768111;;
 PUESTO DE BELMONTE DE OVIEDO;ASTURIAS;ASTURIAS;BELMONTE (OVIEDO); AVDA. DEL PUERTO, 5;33830;985762005;;
 PUESTO DE BOAL;ASTURIAS;ASTURIAS;BOAL (OVIEDO); REPUBLICA DE CUBA, S/N BAJO;33720;985620006;;
 PUESTO DE CABA�AQUINTA;ASTURIAS;ASTURIAS;CABA�AQUINTA - (OVIEDO); AVDA. DE LA CONSTITUCION, 45;33686;985494006;;
 PUESTO DE CANCIENES;ASTURIAS;ASTURIAS;CANCIENES (GIJON); C/ MARTIN DE BANGO, 6;33470;985505005;;
 PUESTO DE CANDAS;ASTURIAS;ASTURIAS;CANDAS-CARRE�O (GIJON); PLAZA GREMIO DE LOS MAREANTES, EDIFICIO E - BARRIO LA MADIOLA;33430;985870584;;
 PUESTO DE CANGAS DE ONIS;ASTURIAS;ASTURIAS;CANGAS DE ONIS (GIJON);C/ PERIODISTAS DEL PUEBLO  13;33550;985848056;;
 PUESTO DE CANGAS DEL NARCEA;ASTURIAS;ASTURIAS;CANGAS DE NARCEA (OVIEDO); C/ SANTA BARBARA, 2-4;33800;985810119;;
 PUESTO DE CARRE�A;ASTURIAS;ASTURIAS;CARRE�A (GIJON);CARRETERA GENERAL   S/N;33555;985845004;;
 PUESTO DE CASTROPOL;ASTURIAS;ASTURIAS;CASTROPOL (OVIEDO); C/ LA FUENTE, S/N;33760;985635050;;
 PUESTO DE COLOMBRES;ASTURIAS;ASTURIAS;COLOMBRES (GIJON);C/ ULPIANO CUERVO  S/N;33590;985412003;;
 PUESTO DE COLUNGA (EN RUINA) ESTA EN LASTRES;ASTURIAS;ASTURIAS;LASTRES (GIJON); BARRIO EL CANTO, S/N;33320;985850055;;
 PUESTO DE DEGA�A;ASTURIAS;ASTURIAS;DEGA�A (OVIEDO); C/ CTRA. GENERAL S/N;33812;985818713;;
 PUESTO DE EL PITO(ESTA REPLEGADO EN SOTO DE LUI�A);ASTURIAS;ASTURIAS;EL PITO (OVIEDO); AVDA.DE SELGAS, S/n BAJO;33156;985590033;;
 PUESTO DE ENTRAGO;ASTURIAS;ASTURIAS;ENTRAGO TEVERGA (OVIEDO); ORILLA RIO TAJA;33111;985764230;;
 PUESTO DE GIJON;ASTURIAS;ASTURIAS;GIJON; C/ IRENE FERNANDEZ PERERA, 23;33210;985991177;;
 PUESTO DE GRADO;ASTURIAS;ASTURIAS;GRADO (OVIEDO); AVDA. FERNANDO VILLABELLA, 54;33820;985750698;;
 PUESTO DE GRANDAS DE SALIME;ASTURIAS;ASTURIAS;GRANDAS DE SALIME (OVIEDO); C/ MENDEZ VALLEDOR, S/N;33730;985627035;;
 PUESTO DE INFIESTO;ASTURIAS;ASTURIAS;INFIESTO (GIJON); C/ LAS TERCIAS, S/N;33530;985710080;;
 PUESTO DE LA CARIDAD;ASTURIAS;ASTURIAS;LA CARIDAD (OVIEDO); C /LA ATALAYA, S/n;33750;985637070;;
 PUESTO DE LLANERA;ASTURIAS;ASTURIAS;LLANERA (GIJON); C/ PRUDENCIO GONZALEZ, 13;33424;985770005;;
 PUESTO DE LLANES;ASTURIAS;ASTURIAS;LLANES (GIJON); C/ LA GALEA, 9;33500;985400070;;
 PUESTO DE LUANCO;ASTURIAS;ASTURIAS;LUANCO (GIJON); CTRA. DE AVILES, S/N;33440;985880045;;
 PUESTO DE LUARCA;ASTURIAS;ASTURIAS;LUARCA (OVIEDO); C/ LA PATETA, 15;33700;985641000;;
 PUESTO DE MIERES;ASTURIAS;ASTURIAS;MIERES DEL CAMINO (OVIEDO); C/ ALFONSO CAM�N, 44;33600;985460698;;
 PUESTO DE MOREDA;ASTURIAS;ASTURIAS;MOREDA (OVIEDO);C/ANGEL DEL VALLES, 62;33684;985483765;;
 PUESTO DE MUROS DE NALON;ASTURIAS;ASTURIAS;MUROS DE NALON (OVIEDO); C/ TOMAS GARCIA SAMPEDRO, 6 ;33138;985583038;;
 PUESTO DE NAVA;ASTURIAS;ASTURIAS;NAVA (GIJON); C/ CAMPITOS, 4;33529;985716042;;
 PUESTO DE NAVELGAS;ASTURIAS;ASTURIAS;NAVELGAS (OVIEDO); AVDA. DE CANDAS, 6;33873;985806327;;
 PUESTO DE NAVIA;ASTURIAS;ASTURIAS;NAVIA (OVIEDO); C/ CAMPITOS , 4;33710;985630096;;
 PUESTO DE NORE�A;ASTURIAS;ASTURIAS;NORE�A (GIJON); C/ FLOREZ ESTRADA, 12;33180;985740093;;
 PUESTO DE OVIEDO;ASTURIAS;ASTURIAS;OVIEDO; C/ CARRETERA DE RUB�N, 1;33011;985119036;;
 PUESTO DE PANES;ASTURIAS;ASTURIAS;PANES (GIJON);C/ EL BALCAO  5;33570;985414003;;
 PUESTO DE POLA DE ALLANDE;ASTURIAS;ASTURIAS;POLA DE ALLANDE (OVIEDO); AVDA. AMERICA, 45;33880;985807392;;
 PUESTO DE POLA DE LAVIANA;ASTURIAS;ASTURIAS;POLA DE LAVIANA (OVIEDO); C/ ASTURIAS, 17;33980;985600213;;
 PUESTO DE POLA DE SIERO;ASTURIAS;ASTURIAS;POLA DE SIERO (GIJON); C/ TORREVIEJA, 3;33510;985725427;;
 PUESTO DE POLA LENA;ASTURIAS;ASTURIAS;POLA LENA (OVIEDO); C/ MIGUEL DE CERVANTES, 2;33630;985490172;;
 PUESTO DE POSADA;ASTURIAS;ASTURIAS;POSADA (GIJON); CAMINO PRAO CHICO DE LA RECTORAL, 1;33424;985407131;;
 PUESTO DE PRAVIA;ASTURIAS;ASTURIAS;PRAVIA (OVIEDO); AVDA. DE PRAHUA, 11;33129;985820074;;
